ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Russian_Translation,Part_of_Speech
31-4,dido1241,"Łaz ƛ’ˤuƛ’o c’eruc’a c’oxxo, hemeła ɣˤutkay kid yowa yołƛin.",ła-z\tƛ’ˤu-ƛ’\tc’eruc’a\tc’ox-x\themeła\tɣˤutku-ay\tkid\ty-ow-a\tyoł-ƛin,who.OBL-GEN2\troof-SUPER.ESS\tbow\thit-IPFV.CVB\tDEM4.IISG.OBL\thouse-IN.ABL\tdaughter\tII-marry-INF\tbe-QUOT,"Whose roof you hit with the bow, the daughter from that house you will marry.",stan1293,,31,"На чью крышу стрела упадет, из того дома и девушку возьмем мол.",pron-nsuf	n3-nsuf	n4	v-vsuf	pron	n4-nsuf	n2	pref-v-vsuf	v-suf
31-5,dido1241,"Guħƛ’orno bizin, łˤoran esnaza kurno c’eruc’a.",guħ-ƛ’or-n\tb-izi-n\tłˤora-n\tesyu-bi-a\tkur-n\tc’eruc’a,hill-SUPER.LAT-TOP\tI.PL-get.up-PFV.CVB\tthree.OBL-TOP\tbrother-PL-ERG\tthrow-PST.UNW\tbow,The three brothers climbed up the hill and shot with their bows.,stan1293,,31,Поднялись на горку и трое братьев выстрелили из лука.,n3-nsuf-suf	pref-v-vsuf	num-suf	n1-nsuf-nsuf	v-vsuf	n4
31-6,dido1241,Bežet’ani esnazas c’eruc’abi č’aq’ˤin žedu biłetow bečedawt’anizas ɣutkozas ƛ’ˤazaƛ’.,b-eže-t’a-ni\tesyu-bi-s\tc’eruc’a-bi\tč’aq’ˤi-n\tžedu\tb-iłe-tow\tbečedaw-t’a-ni-bi-s\tɣˤutku-bi-s\tƛ’ˤu-bi-ƛ’,I.PL-old-DISTR-DEF\tbrother-PL-GEN1\tbow-PL\thit-PST.UNW\tDEM1.IPL\tI.PL-as-EMPH\twealthy-DISTR-DEF-PL-GEN1\thouse-PL-GEN1\troof-PL-SUPER.ESS,The elder brothers' bows hit the roofs of houses of wealthy ones just like them.,stan1293,,31,"У старших братьев стрела попала на крышу таких же богатых людей, как и они.",pref-adj-suf-suf	n1-nsuf-nsuf	n4-nsuf	v-vsuf	pron	pref-conj-suf	adj-suf-suf-nsuf-nsuf	n4-nsuf-nsuf	n3-nsuf-nsuf
31-7,dido1241,Eɣeni esiws c’eruc’a resatow resux zownanu.,eɣe-ni\tesiw-s\tc’eruc’a\tr-esu-a-tow\tr-esu-x\tzow-n-anu,young-DEF\tbrother-GEN1\tbow\tIV-find-INF-EMPH\tIV-find-IPFV.CVB\tbe.NPRS-PST.UNW-NEG,The younger brother's bow didn't find anything at all.,stan1293,,31,Стрелу младшего брата никак не могли найти.,adj-suf	n1-nsuf	n4	pref-v-vsuf-suf	pref-v-vsuf	v-vsuf-vsuf
31-8,dido1241,"Babiya esirxo zown, žin c’eruc’a resunč’aƛin.",babi-a\tesir-x\tzow-n\tžin\tc’eruc’a\tr-esu-č’u-a-ƛin,dad-ERG\task-IPFV.CVB\tbe.NPRS-PST.UNW\tagain\tbow\tIV-find-NEG.PST.WIT-Q-QUOT,"The father was asking: ""Didn't your bow find anything again?""",stan1293,,31,"Отец спрашивал, еще не нашел что ли стрелу.",n3-nsuf	v-vsuf	v-vsuf	adv	n4	pref-v-vsuf-suf-suf
31-9,dido1241,"Uyra-łera ɣudƛ’aza c’eruc’a k’eda biħunosi, raładyoz lilyox sida ɣˤulade puħo eɣeni esiwrtow resun.",uyra-łera\tɣudi-ƛ’aza\tc’eruc’a\tk’edi-a\tb-iħu-nosi\traład-z\tlilyo-x\tsida\tɣˤul-de\tpu-x\teɣe-ni\tesiw-r-tow\tr-esu-n,four.to.five.OBL\tday-SUPER.VERS.DIST\tbow\tsearch-INF\tIII-begin-ANT.CVB\tsea-GEN2\triver.bank-AD.ESS\tone.OBL\tstone-APUD.ESS\tside-AD.ESS\tyoung-DEF\tbrother-LAT-EMPH\tIV-find-PST.UNW,"After searching his bow for four or five days, the younger brother found it next to a stone at the sea shore.",stan1293,,31,"Через четыре-пять дней начали искать, и нашел сам младший брат возле камня на берегу моря.",num	n4-nsuf	n4	v-vsuf	pref-v-vsuf	n3-nsuf	n3-nsuf	num	n2-nsuf	n3-nsuf	adj-suf	n1-nsuf-suf	pref-v-vsuf
31-10,dido1241,"C’eruc’an rown yeda nexƛ’orey, xizaz bet’u-k’oƛix łoħron nexxo zown.",c’eruc’a-n\tr-ow-n\tyeda\tnex-ƛ’oräy\txizaz\tb-et’u-k’oƛi-x\tłoħro-n\tnex-x\tzow-n,bow-TOP\tIV-get-PFV.CVB\tDEM2.ISG\tcome-SIM.CVB\tfrom.behind\tIII-hop-IPFV.CVB\tfrog-TOP\tcome-IPFV.CVB\tbe.NPRS-PST.UNW,"He got his bow and while he came [back], a frog was hopping behind him.",stan1293,,31,"Когда он со стрелой шел, подпрыгивая сзади, шла лягушка.",n4-suf	pref-v-vsuf	pron	v-vsuf	adv	pref-v-vsuf	n3-suf	v-vsuf	v-vsuf
31-11,dido1241,Yedugon šebi t’o roqxoƛin tamaša oqno ƛexun ža.,yedu-gon\tšebi\tt’o\tr-oq-x-ƛin\ttamaša\toq-n\tƛexu-n\tža,DEM2.IISG-CNTR\twhat\there\tIV-happen-PRS-QUOT\tastonished\tbecome-PFV.CVB\tremain-PFV.CVB\tDEM1.SG,"""What's happening here?"", he stood there astonished.",stan1293,,31,"Это что же здесь происходит, удивился он.",pron-suf	pron	adv	pref-v-vsuf-suf	comp	v-vsuf	v-vsuf	pron
31-12,dido1241,"Ayn babiw eɣeni žader, žin resunč’a c’eruc’aƛin.",ay-n\tbabiw\teɣe-ni\tuži-der\tžin\tr-esu-č’u-a\tc’eruc’a-ƛin,come-PST.UNW\tfather\tyoung-DEF\tson-APUD.LAT\tagain\tIV-find-NEG.PST.WIT-Q\tbow-QUOT,"The father came to his young son[ and asked]: ""Did you find your bow again?""",stan1293,,31,"Отец пришел к младшему сыну, не нашел что ли еще мол.",v-vsuf	n1	adj-suf	n1-nsuf	adv	pref-v-vsuf-suf	n4-suf
31-13,dido1241,"Raładyoz lilyox c’eruc’an resus, howža łoħron xizaz nexsiƛin, žawab teƛno žoyä babiwr.",raład-z\tlilyo-x\tc’eruc’a-n\tr-esu-s\thowža\tłoħro-n\txizaz\tnex-s-ƛin\tžawab\tteƛ-n\tuži-a\tbabiw-r,sea-GEN2\triver.bank-AD.ESS\tbow-TOP\tIV-find-PST.WIT\tDEM4.SG\tfrog-TOP\tfrom.behind\tcome-PST.WIT-QUOT\tanswer\tgive-PST.UNW\tson-ERG\tfather-LAT,"""I found the bow at the sea shore, [and] that frog came behind me."", the son answered the father.",stan1293,,31,"На берегу моря нашел стрелу, и та лягушка тоже шла сзади мол, ответил сын отцу.",n3-nsuf	n3-nsuf	n4-suf	pref-v-vsuf	pron	n3-suf	adv	v-vsuf-suf	n3	v-vsuf	n1-nsuf	n1-nsuf
31-14,dido1241,"Howži roda šebin anu, Allahä näƛru łinaƛ’no razi boqa bay eliƛin, eƛin babiya.",howži\tr-odi-a\tšebin\tanu\tAllah-a\tneƛ-ru\tłina-ƛ’-n\trazi\tb-oq-a\tb-ay\teli-ƛin\teƛi-n\tbabi-a,now\tIV-do-INF\tthing\tbe.absent\tGod-ERG\tgive-PST.PRT\twhat.OBL-SUPER.ESS-TOP\taccept\tI.PL-become-INF\tI.PL-must\twe-QUOT\tsay-PST.UNW\tdad-ERG,"""Now there's nothing to do about it, we have to accept what God has given to us,"" said the father.",stan1293,,31,"Теперь делать нечего, мы должны согласиться тому, что Аллах дал нам мол, сказал отец.",adv	pref-v-vsuf	n4	v	n1-nsuf	v-vsuf	pron-nsuf-suf	comp	pref-v-vsuf	pref-v	pron-suf	v-vsuf	n3-nsuf
31-15,dido1241,"Eɣeni esiyan, łoħran sadaq ʕumru boda baybik bodin.",eɣe-ni\tesyu-a-n\tłoħro-a-n\tsadaq\tʕumru\tb-odi-a\tbaybik\tb-odi-n,young-DEF\tbrother-ERG-and\tfrog-ERG-and\ttogether\tlife\tIII-do-INF\tbegin\tIII-do-PST.UNW,The younger brother and the frog began to live together.,stan1293,,31,Младший брат и лягушка начали вместе жить.,adj-suf	n1-nsuf-suf	n3-nsuf-suf	adv	n3	pref-v-vsuf	comp	pref-v-vsuf
31-16,dido1241,Sida quł madaħazay yeda ayzaƛ’or šet’ur bac’ad rodäsi ɣˤutku resun.,sida\tqu-ł\tmadaħ-azay\tyeda\tay-zaƛ’or\tšet’ur\tbac’ad\tr-odi-asi\tɣˤutku\tr-esu-n,one.OBL\tday-CONT.ESS\toutside-IN.ABL.DIST\tDEM2.ISG\tcome-POST.CVB\taround\tclean\tIV-do-RES.PRT\thouse\tIV-find-PST.UNW,"One day, when he came from outside, he found the house all cleaned everywhere.",stan1293,,31,"В один день, пока он с улицы возвращался, всюду дома нашел чисто.",num	n4-nsuf	adv-nsuf	pron	v-vsuf	adv	comp	pref-v-vsuf	n4	pref-v-vsuf
31-17,dido1241,"Tamaša oqno ƛexun eɣeni esiw, łuey yedu t’o idu nediw bercinłi rodisƛin.",tamaša\toq-n\tƛexu-n\teɣe-ni\tesiw\tłu-ey\tyedu\tt’o\tidu\tnediw\tbercinłi\tr-odi-s-ƛin,astonished\tbecome-PFV.CVB\tremain-PFV.CVB\tyoung-DEF\tbrother\twho.ERG-DUB\tDEM2.IISG\there\thome\tsuch\tbeauty\tIV-do-PST.WIT-QUOT,"The younger brother got very surprised: ""Who the heck has done such a beauty here at home?""",stan1293,,31,"Младший брат удивился, кто же тут дома сделал такую красоту мол.",comp	v-vsuf	v-vsuf	adj-suf	n1	pron-suf	pron	adv	adv	pron	n4	pref-v-vsuf-suf
31-18,dido1241,Q’ˤano äƛiru ɣudƛ’ogon yeda ayzaƛ’or resun istowliƛ’ riguƛ’ay rigu biša eqräsi.,q’ˤano\teƛi-ru\tɣudi-ƛ’-gon\tyeda\tay-zaƛ’or\tr-esu-n\tistowli-ƛ’\tr-igu-ƛ’ay\tr-igu\tbiša\teqer-asi,two\tsay-PST.PRT\tday-SUPER.ESS-CNTR\tDEM2.ISG\tcome-POST.CVB\tIV-find-PFV.CVB\ttable-SUPER.ESS\tIV-rich-SUPER.ABL\tIV-rich\tfood\tput-RES.PRT,"On the second day then, when he came, he found the richest food put on the table.",stan1293,,31,"На второй день пока он не вернулся, нашел поставленные на столе лучшие из лучших яства.",num	v-vsuf	n4-nsuf-suf	pron	v-vsuf	pref-v-vsuf	n4-nsuf	pref-adj-nsuf	pref-adj	n4	v-vsuf
31-19,dido1241,"Hoboyƛa yedu bišʷa ħadur radiru žek’u iyrinč’ey xecač’inƛin, oqno yeda uži.",hoboy-ƛa\tyedu\tbišʷa\tħadur\tr-odi-ru\tžek’u\tiyr-č’ey\txeci-ač’in-ƛin\toq-n\tyeda\tuži,now-INDEF\tDEM2.IISG\tfood\tpreparation\tIV-do-PST.PRT\tman\tfind.out-NEG.PST.CVB\tleave-NEG.FUT.DEF-QUOT\tbegin-PST.UNW\tDEM2.ISG\tboy,"""Now I will find out the man who has prepared this food,"" began the boy.",stan1293,,31,"Теперь-то узнаю человека, который готовил эту пищу мол, начал это юноша.",adv-nsuf	pron	n4	comp	pref-v-vsuf	n1	v-vsuf	v-vsuf-suf	v-vsuf	pron	n1
31-20,dido1241,"Maħor äk’irusno rodin, acxazay ezun ičin.",maħor\tik’i-ru-s-n\tr-odi-n\tac-xazay\tezu-n\tiči-n,outside\tgo-PST.PRT-GEN1-TOP\tIV-do-PFV.CVB\tdoor-AD.ABL.DIST\tlook-PFV.CVB\twait-PST.UNW,He did as if he went outside and looked behind the door.,stan1293,,31,"Притворялся, что вышел на улицу и смотрел за дверью.",adv	v-vsuf-nsuf-suf	pref-v-vsuf	n2-nsuf	v-vsuf	v-vsuf
31-21,dido1241,"Taxƛäzayn boƛixno, yisiłtow adäza łoħra ƛ’iräy qalno kurno, tełäzay bercinaw kid yoƛixno.",tax-ƛäzay-n\tb-oƛix-n\tyisi-ł-tow\tadäza\tłoħro-a\tƛ’iräy\tqal-n\tkur-n\tteł-azay\tbercinaw\tkid\ty-oƛix-n,ottoman-SUB.ABL.DIST-TOP\tIII-appear-PFV.CVB\tDEM2.ISG.OBL-CONT.ESS-EMPH\tbefore\tfrog-ERG\tfrom.above\tskin-TOP\tspread.out-PFV.CVB\tinside-IN.ABL.DIST\tbeautiful\tgirl\tII-appear-PST.UNW,"From the ottoman, that frog appeared, teared off his skin and a beautiful girl appeared.",stan1293,,31,"Из-под кровати вышла лягушка, перед ним же скинула с себя кожу и изнутри появилась красивая девушка.",n4-nsuf-suf	pref-v-vsuf	pron-nsuf-suf	post	n3-nsuf	adv	n3-suf	v-vsuf	adv-nsuf	adj	n2	pref-v-vsuf
31-22,dido1241,"Ža nediw tamašałi rukaynosi, acno yaɣˤin, idurno ik’in, pečmaɣor łoħros qal kurno.",ža\tnediw\ttamašałi\tr-ukad-nosi\tac-n\ty-ˤaɣˤi-n\tidu-r-n\tik’i-n\tpeč-aɣor\tłoħro-s\tqal\tkur-n,DEM1.SG\tsuch\twonder\tIV-see-ANT.CVB\tdoor-TOP\tII-open-PFV.CVB\thome-LAT-TOP\tgo-PFV.CVB\toven-IN.VERS\tfrog-GEN1\tskin\tthrow-PST.UNW,"Having seen such a wonder, he opened the door, went home and threw the frog's skin into the oven.",stan1293,,31,"Увидев такое чудо, открыл дверь, зашел домой и бросил в печь кожу лягушки.",pron	pron	n4	pref-v-vsuf	n2-suf	pref-v-vsuf	adv-nsuf-suf	v-vsuf	n3-nsuf	n3-nsuf	n3	v-vsuf
31-23,dido1241,"Neł mixƛ’o kidbä eƛin, debeztow žukzar ža mi qal c’idaɣor kursiƛin.",neła\tmixƛ’o\tkid-a\teƛi-n\tmi-z-tow\tžukzar\tža\tmi\tqal\tc’i-daɣor\tkur-s-ƛin,DEM1.IISG.OBL\tat.a.time\tgirl-ERG\tsay-PST.UNW\tyou-GEN2-EMPH\tto.spite\tDEM1.SG\tyou\tskin\tfire-APUD.VERS\tthrow-PST.WIT-QUOT,"At that time the girl said: ""You threw the skin into the oven to spite [me]!""",stan1293,,31,"Тогда девушка сказала, себе во вред ты бросил кожу в печь мол.",pron	adv	n2-nsuf	v-vsuf	pron-nsuf-suf	adv	pron	pron	n3	n4-nsuf	v-vsuf-suf
31-24,dido1241,"Hemedur sadaq ʕumru bodix zown eɣeni užän, łoħrołäy yaqruni bercinawni kidbän.",hemedur\tsadaq\tʕumru\tb-odi-x\tzow-n\teɣe-ni\tuži-a-n\tłoħro-łay\ty-oq-ru-ni\tbercinaw-ni\tkid-a-n,so\ttogether\tlife\tIII-do-IPFV.CVB\tbe.NPRS-PFV.CVB\tyoung-DEF\tboy-ERG-and\tfrog-CONT.ABL\tII-become-PST.PRT-DEF\tbeautiful-DEF\tgirl-ERG-and,So the young boy and the beautiful girl that became of the frog were living together.,stan1293,,31,"Таким образом, вместе жили младший сын и красивая девушка, которая превратилась из лягушки.",adv	adv	n3	pref-v-vsuf	v-vsuf	adj-suf	n1-nsuf-suf	n3-nsuf	pref-v-vsuf-suf	adj-suf	n2-nsuf-suf
31-25,dido1241,Sida quł yizider babiw ayn.,sida\tqu-ł\tyizi-der\tbabiw\tay-n,one.OBL\tday-CONT.ESS\tDEM2.IPL.OBL-APUD.LAT\tfather\tcome-PST.UNW,"One day, the father came to them.",stan1293,,31,В один день к ним зашел отец.,num	n4-nsuf	pron-nsuf	n1	v-vsuf
31-26,dido1241,Žaz baruƛ’no ezun babiws ʕuraw rok’u ƛexun.,uži-z\tbaru-ƛ’-n\tezu-n\tbabiw-s\tʕuraw\trok’u\tƛexu-n,boy-GEN2\twife-SUPER.ESS-TOP\tlook-PFV.CVB\tfather-GEN1\tmuch\theart\tremain-PST.UNW,The father looked at the boy's wife and became very envious.,stan1293,,31,"Глядя на жену сына, отец очень завидовал.",n1-nsuf	n2-nsuf-suf	v-vsuf	n1-nsuf	adv	n4	v-vsuf
31-27,dido1241,"Babiya sida quł uži idurno goƛ’in eƛin, howła ʕaƛor ʕuraw k’udi bayrinč’inäy, mi di exura yołƛin.",babi-a\tsida\tqu-ł\tuži\tidu-r-n\tgoƛ’i-n\teƛi-n\thowła\tʕaƛ-r\tʕuraw\tk’udi\tb-ayr-č’i-näy\tmi\tdi\texur-a\tyoł-ƛin,dad-ERG\tone.OBL\tday-CONT.ESS\tson\thome-LAT-TOP\tinvite-PFV.CVB\tsay-PST.UNW\tDEM3.IISG.OBL\tvillage-LAT\tmany\tvine\tIII-bring-NEG.FUT-CND.CVB\tyou\tme\tkill-INF\tbe-QUOT,"The father one day invited the son to his home and said: ""If [you] don't bring many vines to that village, I will kill you.""",stan1293,,31,"Однажды отец пригласил сына домой и сказал, я тебя убью, если ты не достанешь достаточно для села виноград.",n3-nsuf	num	n4-nsuf	n1	adv-nsuf-suf	v-vsuf	v-vsuf	pron	n3-nsuf	adv	n3	pref-v-vsuf-vsuf	pron	pron	v-vsuf	v-suf
31-28,dido1241,"Idurno ayn wˤałer q’ˤimno kurno xediw ičizaq, bara esirno, šebi roqno.",idu-r-n\tay-n\twˤał-r\tq’ˤim-n\tkur-n\txediw\tiči-zaq\tbaru-a\tesir-n\tšebi\tr-oq-n,home-LAT-TOP\tcome-PFV.CVB\tdownward-LAT\thead-TOP\tthrow-PFV.CVB\thusband\tbe-CSL.CVB\twife-ERG\task-PST.UNW\twhat\tIV-happen-PST.UNW,"Because, when the husband came home with his head down, his wife asked: ""What happened?",stan1293,,31,"Когда муж пришел домой с опушенной головой, жена спросила, что случилось,",adv-nsuf-suf	v-vsuf	adv-nsuf	n4-suf	v-vsuf	n1	v-vsuf	n2-nsuf	v-vsuf	pron	pref-v-vsuf
31-29,dido1241,Šida mi nece q’ʷaridno oqno ičäsiƛin.,šida\tmi\tnece\tq’ʷarid-n\toq-n\tiči-asi-ƛin,why\tyou\tso.much\tsadness-TOP\tbecome-PFV.CVB\tbe-RES.PRT-QUOT,"Why have you become so sad?""",stan1293,,31,почему ты настолько опечаленный мол.,pron	pron	adv	n3-suf	v-vsuf	v-vsuf-suf
31-30,dido1241,"Xediya eƛin, babiya däł adäza zaħmataw masala ersi.",xediw-a\teƛi-n\tbabi-a\tdi-ł\tadäza\tzaħmataw\tmasala\ter-s,husband-ERG\tsay-PST.UNW\tdad-ERG\tme-CONT.ESS\tbefore\tdifficult\ttask\tput-PST.WIT,"The husband said: ""My father has put a difficult task before me.",stan1293,,31,"Муж сказал, отец поставил передо мной тяжелую задачу.",n1-nsuf	v-vsuf	n3-nsuf	pron-nsuf	post	adj	n3	v-vsuf
31-31,dido1241,ʕAƛor ʕeziyaw k’udi däq biqira bayxƛin.,ʕaƛ-r\tʕeziyaw\tk’udi\tdi-q\tb-iqir-a\tb-ay-x-ƛin,village-LAT\tmany\tvine\tme-POSS.ESS\tIII-take.away-INF\tIII-must-PRS-QUOT,"I must deliver enough vines to the village.""",stan1293,,31,Мне приходится доставить виноград достаточно для села.,n3-nsuf	adv	n3	pron-nsuf	pref-v-vsuf	pref-v-vsuf-suf
31-32,dido1241,"Mi rasgi q’ʷarid aqnoƛin, eƛin bara, raładyoz raʕalłixorno ik’in sis qˤaƛu rodo mi, elay bitor roda rayxosi šebin debertow ray.",mi\trasgi\tq’ʷarid\toq-no-ƛin\teƛi-n\tbaru-a\traład-z\traʕalłi-xor-n\tik’i-n\tsis\tqˤaƛu\tr-odi-o\tmi\tele-ay\tbitor\tr-odi-a\tr-ay-xosi\tšebin\tmi-r-tow\tr-ay,you\tat.all\tsadness\tbecome-PROHIB-QUOT\tsay-PST.UNW\twife-ERG\tsea-GEN2\tedge-AD.LAT-TOP\tgo-PFV.CVB\tone\tshout\tIV-do-IMPR\tyou\tthere-IN.ABL\tthither\tIV-do-INF\tIV-must-PRS.PRT\tthing\tyou-LAT-EMPH\tIV-come,"""Don't be sad at all!"", said his wife, ""Go to the edge of the sea and give a shout, then will the thing come to you what you will have to do.""",stan1293,,31,"Ты нисколько не расстраивайся, сказала жена, ты иди к берегу моря и один раз кричи, а дальше сам узнаешь, что должен делать.",pron	adv	n3	v-vsuf-suf	v-vsuf	n2-nsuf	n3-nsuf	n4-nsuf-suf	v-vsuf	num	n4	pref-v-vsuf	pron	adv-nsuf	adv	pref-v-vsuf	pref-v-vsuf	n4	pron-nsuf-suf	pref-v
31-33,dido1241,"Raładyoz raʕalłixorno ik’in eɣeni žoyä qˤaƛu rak’run, yoƛixno k’oƛin sis ɣˤanabi.",raład-z\traʕalłi-xor-n\tik’i-n\teɣe-ni\tuži-a\tqˤaƛu\tr-ok’-run\ty-oƛix-n\tk’oƛi-n\tsis\tɣˤanabi,sea-GEN2\tedge-AD.LAT-TOP\tgo-PFV.CVB\tyoung-DEF\tboy-ERG\tshout\tIV-beat-IMM.ANT.CVB\tII-appear-PFV.CVB\tjump-PST.UNW\tone\twoman,"And when the young boy went to the edge of the sea and shouted, a woman appeared and jumped out.",stan1293,,31,"Пошел к берегу моря младший сын и закричал, вдруг появилась одна женщина.",n3-nsuf	n4-nsuf-suf	v-vsuf	adj-suf	n1-nsuf	n4	pref-v-vsuf	pref-v-vsuf	v-vsuf	num	n2
31-34,dido1241,"Yiła esirno, šebi deber retinƛin.",yiła-a\tesir-n\tšebi\tmi-r\tr-eti-n-ƛin,DEM2.IISG.OBL-ERG\task-PST.UNW\twhat\tyou-LAT\tIV-want-PST.UNW-QUOT,"She asked: ""What do you want?""",stan1293,,31,"Она спросила, что ты хочешь мол.",pron-nsuf	v-vsuf	pron	pron-nsuf	pref-v-vsuf-suf
31-35,dido1241,"Eɣʷeni žoyä esin, łinas ħal yisiƛ’ yałrułi.",eɣʷe-ni\tuži-a\tesi-n\tłinas\tħal\tyisi-ƛ’\tyoł-rułi,young-DEF\tboy-ERG\ttell-PST.UNW\twhy\ttrouble\tDEM2.ISG.OBL-SUPER.ESS\tbe-MSD,The young boy told why he was in trouble.,stan1293,,31,"Младший сын рассказал о том, что его мучает.",adj-suf	n1-nsuf	v-vsuf	pron	n3	pron-nsuf	v-vsuf
31-36,dido1241,"Raładyołxorno yiħun, muhumozas qotno ric’no yoƛixno eƛin, šibaw žek’uz akä sist’a muhu eqro, elay bitorsi debi ħalt’i anuƛin.",raład-łxor-n\ty-iħu-n\tmuhu-bi-s\tqot-n\tr-ic’-n\ty-oƛix-n\teƛi-n\tšibaw\tžek’u-z\taki-a\tsist’a\tmuhu\teqer-o\tele-ay\tbitor-si\tmi-s\tħalt’i\tanu-ƛin,sea-CONT.VERS-TOP\tII-come.to-PFV.CVB\tgranule-PL-GEN1\thandfull-TOP\tIV-fill-PFV.CVB\tII-appear-PFV.CVB\tsay-PST.UNW\tevery\tman-GEN2\twindow-IN.ESS\tone.at.a.time\tgranule\tput-IMPR\there-IN.ABL\tthither-ATTR\tyou-GEN1\twork\tbe.absent-QUOT,"She went into the sea, filled her hand with grains, reappeared and said: ""Put one grain into the window of each man, besides that there's no more work for you.""",stan1293,,31,"Окунулась в море, взяла оттуда горсть зерна, появилась и сказала, на окне (дома) каждого человека положи по одному зерна, а дальше не твоя работа мол.",n3-nsuf-suf	pref-v-vsuf	n3-nsuf-nsuf	n4-suf	pref-v-vsuf	pref-v-vsuf	v-vsuf	pron	n1-nsuf	n4-nsuf	adv	n3	v-vsuf	adv-nsuf	adv-suf	pron-nsuf	n3	v-suf
31-37,dido1241,"Elayn ik’in, nesä šibaw žek’uz akä raładyazay yoƛixno ɣˤanaza näƛru muhubi eqerxo aħnayn.",ele-ay-n\tik’i-n\tnesi-a\tšibaw\tžek’u-z\taki-a\traład-zay\ty-oƛix-n\tɣˤanabi-a\tneƛ-ru\tmuhu-bi\teqer-x\taħnad-n,there-IN.ABL-TOP\tgo-PFV.CVB\tDEM1.ISG.OBL-ERG\tevery\tman-GEN2\twindow-IN.ESS\tsea-SIM.CVB\tII-appear-PFV.CVB\twoman-ERG\tgive-PST.PRT\tgranule-PL\tput-IPFV.CVB\twalk.around-PST.UNW,"After going away, he walked around putting the grains that the woman that had appeared from the sea gave to him into the windows of each man.",stan1293,,31,"Оттуда пошел и положил на окне (дома) каждого человека зерно, которое дала ему женщина, появившаяся из моря.",adv-nsuf-suf	v-vsuf	pron-nsuf	pron	n1-nsuf	n4-nsuf	n3-vsuf	pref-v-vsuf	n2-nsuf	v-vsuf	n3-nsuf	v-vsuf	v-vsuf
31-38,dido1241,"Qˤašizaƛ’or, nesiz babiwz ɣˤutkoƛ’ay baybik bodin, nazon ʕaƛa yałru ɣˤutkozas akizax ʕeze boqacet’a k’udi besun.",qˤaši-zaƛ’or\tnesi-z\tbabiw-z\tɣˤutku-ƛ’ay\tbaybik\tb-odi-n\tnazo-n\tʕaƛ-a\tyoł-ru\tɣˤutku-z-as\taki-bi-x\tʕeze\tb-oq-ace-t’a\tk’udi\tb-esu-n,dawn-POST.CVB\tDEM1.ISG.OBL-GEN2\tfather-GEN2\thouse-SUPER.ABL\tbegin\tIII-do-PFV.CVB\tall.OBL-TOP\tvillage-IN.ESS\tbe-PST.PRT\thouse-GEN2-FUT2\twindow-PL-AD.ESS\tbe.enough\tIII-become-TERM-DISTR\tvine\tIII-exist-PST.UNW,"Before dawn, he began at his father's house and there was enough vine in all the houses' windows.",stan1293,,31,"До рассвета, начиная от дома его отца и во всех окнах домов в селе, нашли достаточно винограда.",v-vsuf	pron-nsuf	n1-nsuf	n4-nsuf	comp	pref-v-vsuf	pron-suf	n3-nsuf	v-vsuf	n4-nsuf-vsuf	n4-nsuf-nsuf	comp	pref-v-vsuf-suf	n3	pref-v-vsuf
31-39,dido1241,"Neła quł sasaqosigon babiya eƛin, ɣudegon nazorno ʕaƛor ʕuraw pulaw riqir, yałi exura yołƛin.",neła\tqu-ł\tsasaqosi-gon\tbabi-a\teƛi-n\tɣude-gon\tnazo-r-n\tʕaƛ-r\tʕuraw\tpulaw\tr-iqir\tyałi\texur-a\tyoł-ƛin,DEM1.IISG.OBL\tday-CONT.ESS\tin.the.morning-CNTR\tdad-ERG\tsay-PST.UNW\ttomorrow-CNTR\tall.OBL-LAT-TOP\tvillage-LAT\tmuch\trice\tIV-take.away\telse\tkill-INF\tbe-QUOT,"The next morning, the father said: ""Bring alot of pilaw to everyone in the village tomorrow, or else I will kill you.""",stan1293,,31,"На следующий день еще отец сказал, если завтра не достанешь достаточно для всех риса, то убью мол.",pron	n4-nsuf	adv-suf	n3-nsuf	v-vsuf	adv-suf	pron-nsuf-suf	n3-nsuf	adv	n4	pref-v	conj	v-vsuf	v-suf
